Seller Platform,Seller SKU,Manufacture,Manufacture Code,Product Title,Description,Packaging,Qty,Categories,Subcategories,Product Page URL,Image URL
Young Specialists,Nat-Ltx-Elast,Young Specialists,Nat-Ltx-Elast,"Natural Latex Elastics (50 patient packs)-1/4"" 2.5oz Light","Orthodontic Intraoral Elastics Natural Color. Latex Material. Natural colored orthodontic elastics for intraoral use. Includes 50 patient packs with 100 elastics per pack. Available in a variety of sizes including 1/4″, 1/8″, 3/16″, 3/8″, 5/16″ and a variety of weights including 2.5 oz, 4.5 oz, and 6.5 oz. Looking for latex-free elastics? Find them here. Quick Order Pad: Use our Quick Order Pad to easily add multiple weights and quantities to your cart! Just click “Quick Order” in the top right corner of the page, next to the shopping cart. 2.5 oz Light4.5 oz Medium6.5 oz Heavy  701-020: 1/4″701-010: 1/8″701-015: 3/16″701-030: 3/8″701-025: 5/16″701-070: 1/4″701-060: 1/8″701-065: 3/16″701-080: 3/8″701-075: 5/16″701-095: 1/4″701-085: 1/8″701-090: 3/16″701-105: 3/8″701-100: 5/16″",,,Orthodontics,Elastomeric Products,https://www.youngspecialties.com/product/natural-latex-elastics-50-patient-packs/,https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Natural-Elastics-150x150.jpg
Young Specialists,700-0193,Young Specialists,700-0193,Mix Pack Pearlized Retainer Cases (24 ct),"These strong, durable appliance cases have a heavy duty snap lock, holes for proper ventilation and are 3″ wide x 3″ long x 1.5″ high. A bag of 24 cases comes in 6 assorted pearlized colors and includes adhesive identification labels.",ct,24,Orthodontics,Orthodontic Retainer Cases & Mouthguards,https://www.youngspecialties.com/product/mix-pack-pearlized-retainer-cases-24-ct/,https://www.youngspecialties.com/wp-content/uploads/2020/09/PlakSmacker-Pearlized-Retainer-Cases-700-0193-150x150.jpg
Young Specialists,10234,Young Specialists,10234,Mintburst® Prepasted Disposable Toothbrush (144 ct),"One-time use prepasted toothbrushes. Perfect for patients on the go. Mintburst Prepasted Disposable toothbrushes have a delicious and refreshing mint paste bonded to the bristles. Simply wet the bristles with water, brush, and recycle the brush when done. Designed for a one-time use they are ideal for in-office brushing stations, school, work and travel. Plus they come wrapped in cellophane making them a hygienic option for brushing anywhere! Brushes are also fluoride free. These toothbrushes come in an assorted pack of 144, and include 4 colors: blue, pink, orange and green. ♻ Did you know this disposable toothbrush is recyclable?Encourage patients to place used brushes in a recycling bin to keep both their mouths and the environment sparkling.",ct,144,Plak Smacker,Toothbrushes,https://www.youngspecialties.com/product/mintburst-prepasted-toothbrush-144-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/Plak-Smacker-Mintbrust-Pre-Pasted-Toothbrush-10234-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/Plak-Smacker-Mintbrust-Pre-Pasted-Orthodontic-Toothbrushes-10234-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/Plak-Smacker-Mintbrust-Pre-Pasted-Toothbrushes-10234-150x150.jpg"
Young Specialists,Full-Size-Ties,Young Specialists,Full-Size-Ties,"Full Size Bracket Ties (1,008 ct)-Aqua","Medical grade elastomeric. Latex Free. Features:1,008 ties (12 sticks/pkg)Excellent strength and rebound.115 inch O.D. ligatures are easily separated from the stickPerfect color match with our power chainThe assorted pack contains our most popular colors",ct,008,Orthodontics,Elastomeric Products,https://www.youngspecialties.com/product/full-size-bracket-ties-1008-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Full-Size-Bracket-Ties-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/12/Color-chart-for-Elasto-Ties-and-Chains-1-150x150.jpg"
Young Specialists,VP-8103,Young Specialists,VP-8103,DEFEND® Yellow Intra-Oral Tips (100 ct),Tips provide precise placement interproximally. Fits 4.2mm mixing tips and to be used with HP Mixing Tip VP-8105T.,ct,100,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-yellow-intra-oral-tips-100-ct/,https://www.youngspecialties.com/wp-content/uploads/2021/12/VP-8103-Yellow-Intra-Oral-Tips-150x150.jpg
Young Specialists,TAPPOINT-TFBUR,Young Specialists,TAPPOINT-TFBUR,DEFEND® Trimming & Finishing Tapered Point Carbide Burs (5 ct)-7114 TF,"Twelve bladed finishing burs (7000 series) provide a smooth finish on composite, amalgam, enamel, dentin, ortho debonding, and other dental materials. Best for controlled contouring and finishing. Thirty bladed finishing burs (9000 series) will eliminate most surface striations and, because the thirty blades remove less material per revolution, are recommended for use before abrasive polishing. Designed to reduce the “shiny dull” phenomenon and save additional polishing time. Best for final surface refinement, satin polishing, and use on ceramics because they produce a less aggressive cut. TF: Trimming & FinishingFF: Fine Finishing All items are available in packs of 5.",ct,5,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-trimming-finishing-tapered-point-carbide-burs-5-ct/,https://www.youngspecialties.com/wp-content/uploads/2021/11/Defend-Trimming-Finishing-Tapered-Pointed-Carbide-Bur-150x150.jpg
Young Specialists,ROUND-TFBUR,Young Specialists,ROUND-TFBUR,DEFEND® Trimming & Finishing Round Carbide Burs (5ct)-7004 TF,"Twelve bladed finishing burs (7000 series) provide a smooth finish on composite, amalgam, enamel, dentin, ortho debonding, and other dental materials. Best for controlled contouring and finishing. Thirty bladed finishing burs (9000 series) will eliminate most surface striations and, because the thirty blades remove less material per revolution, are recommended for use before abrasive polishing. Designed to reduce the “shiny dull” phenomenon and save additional polishing time. Best for final surface refinement, satin polishing, and use on ceramics because they produce a less aggressive cut. TF: Trimming & FinishingFF: Fine Finishing All items are available in packs of 5.",ct,5,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-trimming-finishing-round-carbide-burs-5ct/,https://www.youngspecialties.com/wp-content/uploads/2021/11/Defend-Trimming-Finishing-Round-Carbide-Bur-150x150.jpg
Young Specialists,NEEDLE-TFBUR,Young Specialists,NEEDLE-TFBUR,DEFEND® Trimming & Finishing Needle Carbide Burs (5 ct)-7901 TF,"Twelve bladed finishing burs (7000 series) provide a smooth finish on composite, amalgam, enamel, dentin, ortho debonding, and other dental materials. Best for controlled contouring and finishing. Thirty bladed finishing burs (9000 series) will eliminate most surface striations and, because the thirty blades remove less material per revolution, are recommended for use before abrasive polishing. Designed to reduce the “shiny dull” phenomenon and save additional polishing time. Best for final surface refinement, satin polishing, and use on ceramics because they produce a less aggressive cut. TF: Trimming & FinishingFF: Fine Finishing All items are available in packs of 5.",ct,5,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-trimming-finishing-needle-carbide-burs/,https://www.youngspecialties.com/wp-content/uploads/2021/11/Defend-Trimming-Finishing-Needle-Carbide-Bur-150x150.jpg
Young Specialists,LT-TFBUR,Young Specialists,LT-TFBUR,DEFEND® Trimming & Finishing Long Taper Carbide Burs (5 ct)-7204 TF,"Twelve bladed finishing burs (7000 series) provide a smooth finish on composite, amalgam, enamel, dentin, ortho debonding, and other dental materials. Best for controlled contouring and finishing. Thirty bladed finishing burs (9000 series) will eliminate most surface striations and, because the thirty blades remove less material per revolution, are recommended for use before abrasive polishing. Designed to reduce the “shiny dull” phenomenon and save additional polishing time. Best for final surface refinement, satin polishing, and use on ceramics because they produce a less aggressive cut. TF: Trimming & FinishingFF: Fine Finishing All items are available in packs of 5.",ct,5,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-trimming-finishing-long-taper-carbide-burs-5-ct/,https://www.youngspecialties.com/wp-content/uploads/2021/11/Defend-Trimming-Finishing-Long-Taper-Carbide-Bur-150x150.jpg
Young Specialists,FLAME-TFBUR,Young Specialists,FLAME-TFBUR,DEFEND® Trimming & Finishing Flame Carbide Burs (5 ct)-7104 TF,"Twelve bladed finishing burs (7000 series) provide a smooth finish on composite, amalgam, enamel, dentin, ortho debonding, and other dental materials. Best for controlled contouring and finishing. Thirty bladed finishing burs (9000 series) will eliminate most surface striations and, because the thirty blades remove less material per revolution, are recommended for use before abrasive polishing. Designed to reduce the “shiny dull” phenomenon and save additional polishing time. Best for final surface refinement, satin polishing, and use on ceramics because they produce a less aggressive cut. TF: Trimming & FinishingFF: Fine Finishing All items are available in packs of 5.",ct,5,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-trimming-finishing-flame-carbide-burs-5-ct/,https://www.youngspecialties.com/wp-content/uploads/2021/11/Defend-Trimming-Finishing-Flame-Carbide-Bur-150x150.jpg
Young Specialists,EGG-TFBUR,Young Specialists,EGG-TFBUR,DEFEND® Trimming & Finishing Egg Carbide Burs (5 ct)-7404 TF,"Twelve bladed finishing burs (7000 series) provide a smooth finish on composite, amalgam, enamel, dentin, ortho debonding, and other dental materials. Best for controlled contouring and finishing. Thirty bladed finishing burs (9000 series) will eliminate most surface striations and, because the thirty blades remove less material per revolution, are recommended for use before abrasive polishing. Designed to reduce the “shiny dull” phenomenon and save additional polishing time. Best for final surface refinement, satin polishing, and use on ceramics because they produce a less aggressive cut. TF: Trimming & FinishingFF: Fine Finishing All items are available in packs of 5.",ct,5,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-trimming-finishing-egg-carbide-burs-5-ct/,https://www.youngspecialties.com/wp-content/uploads/2021/11/Defend-Trimming-Finishing-Egg-Carbide-Bur-150x150.jpg
Young Specialists,BULLET-TFBUR,Young Specialists,BULLET-TFBUR,DEFEND® Trimming & Finishing Bullet Carbide Burs (5 ct)-7801 TF,"Twelve bladed finishing burs (7000 series) provide a smooth finish on composite, amalgam, enamel, dentin, ortho debonding, and other dental materials. Best for controlled contouring and finishing. Thirty bladed finishing burs (9000 series) will eliminate most surface striations and, because the thirty blades remove less material per revolution, are recommended for use before abrasive polishing. Designed to reduce the “shiny dull” phenomenon and save additional polishing time. Best for final surface refinement, satin polishing, and use on ceramics because they produce a less aggressive cut. TF: Trimming & FinishingFF: Fine Finishing All items are available in packs of 5.",ct,5,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-trimming-finishing-bullet-carbide-burs-5-ct/,https://www.youngspecialties.com/wp-content/uploads/2021/11/Defend-Trimming-Finishing-Bullet-Carbide-Bur-150x150.jpg
Young Specialists,TEMP-CROWN-BRIDGE,Young Specialists,TEMP-CROWN-BRIDGE,DEFEND® Temporary Crown and Bridge Material-A1,"DEFEND Temporary Crown & Bridge is a syringeable bis-acryl composite for chairside provisional restorations. DEFEND Temporary Crown & Bridge is fast and accurate, especially when used in conjunction with a quality vinyl polysiloxane impression material. DEFEND Temporary Crown & Bridge is available in 6 shades: A1, A2, A3, A3.5, B1, and Bleach BL. All are delivered in 76g (50mL) cartridges designed to fit on a 10:1 style automix gun. Contains: 76gm 10:1 Cartridge & 10 T-Mixer Tips (wastes less material) CB-9000  A1 CB-9001  A2 CB-9002  A3.5 CB-9003  B1 CB-9004  BLEACH CB-9005  A3",,,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-temporary-crown-and-bridge-material/,https://www.youngspecialties.com/wp-content/uploads/2021/12/Temporary-Crown-and-Bridge-Material-1-1000px-150x150.jpg
Young Specialists,DEFEND-T-MIX,Young Specialists,DEFEND-T-MIX,DEFEND® T-Mix Mixing Tips (48 CT)-Teal,"The new mixing technology provides less material waste and consistently high mixing quality. The changeover to the New T-Mix tips is seamless: 100% compatible with the existing MIXPAC™ systems is guaranteed – as before, all original accessories fit.",,,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-t-mix-mixing-tips-48-ct/,https://www.youngspecialties.com/wp-content/uploads/2021/12/Defend-Mixing-tips-150x150.jpg
Young Specialists,825-337,Young Specialists,825-337,KEX Explorer Tip,"Endondontic Surgery | Explorers and Probes | KEX Explorer Tip,  included within the KiS Instrument Set, or sold separately.",,,Endodontics,Endodontic Surgery,https://www.youngspecialties.com/product/kex-explorer-tip/,https://www.youngspecialties.com/wp-content/uploads/2020/09/KEX-Explorer-825-337-150x150.jpg
Young Specialists,DEFEND-PUTTY,Young Specialists,DEFEND-PUTTY,DEFEND® Super Hydrophilic Vinyl Polysiloxane Putty Material-Regular Set,Contains 2x jars 300 ml each of base & catalyst (600ml total),,,Plak Smacker,Restorative,https://www.youngspecialties.com/product/defend-super-hydrophilic-vinyl-polysiloxane-putty-material/,https://www.youngspecialties.com/wp-content/uploads/2021/10/VP-8006-8008-Putty-150x150.jpg
Young Specialists,825-336,Young Specialists,825-336,KE4 Periosteal 4.0mm Chisel,"Endodontic Surgery | Tissue Elevator | KE4 Periosteal 4.0mm Chisel, included within the KiS Surgical Instrument Set or sold separately.",,,Endodontics,Endodontic Surgery,https://www.youngspecialties.com/product/ke4-periosteal-4-0mm-chisel/,https://www.youngspecialties.com/wp-content/uploads/2020/09/KE4-4.0mm-825-336-150x150.jpg
Young Specialists,825-322,Young Specialists,825-322,KC6 Small Endo Exc Right,"Endodontic Surgery | Curettage | KC-6 R KC-6 features a small, extra-long beak with sharp cutting angle for hard to reach areas. Features:High carbon 440A Surgical grade stainless steelModular cone-socket designHigh magnification capabilities",,,Endodontics,Endodontic Surgery,https://www.youngspecialties.com/product/kc6-small-endo-exc-right/,https://www.youngspecialties.com/wp-content/uploads/2020/09/KC6-Endo-825-322-150x150.jpg
Young Specialists,825-325,Young Specialists,825-325,KC9 Molt 2 Curette,,,,Endodontics,Endodontic Surgery,https://www.youngspecialties.com/product/kc9-molt-2-curette/,https://www.youngspecialties.com/wp-content/uploads/2020/09/KC9-Molt-825-325-150x150.jpg
Young Specialists,V-Slot-22,Young Specialists,V-Slot-22,(Each) Roth .022 V-Slot Bracket-UR1 (Upper Right Central),"Ortho Specialties V-Slot Bracket System is a traditional two-piece design that has been proven clinically through nearly two decades and thousands of successfully treated patients. The investment-cast manufacturing process insures exceptional archwire slot accuracy and superior finishing characteristics. Our V-Slot Bracket System is perhaps one of the most versatile appliances on the market. The .018 x .018 vertical slot allow for the use of uprighting, torquing and rotation auxiliaries as well as “T” hooks for Class II and box elastics.",,,Orthodontics,Brackets,https://www.youngspecialties.com/product/ortho-specialties-v-slot-roth-bracket-022-1-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/Ortho-Specialties-V-Slot-Bracket-1-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/Ortho-Specialties-V-Slot-Bracket-2-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/Ortho-Specialties-V-Slot-Bracket-3-150x150.jpg"
Young Specialists,806-350,Young Specialists,806-350,"FastClip™ Self Ligating Bracket, Roth, .022, 345HK (case)","Passive Self-Ligating Bracket System.Reduced friction allows more consistent forces, less chair time, faster treatment with improved patient comfort and enhanced hygiene. BASIC Mini-Twin Design with a Rhomboid Shape and Defined Tie Wings —  Allows easy placement and the use of elastomeric ties at the practitioner’s choiceNickel Titanium, Dual-Locking Clip — Provides positive closure and eliminates gapsRemovable Clip — Allows for the possible auxiliary use of ligature ties during the finishing phase of treatmentEasy Open, Easy Close — No special tool needed, use a single ended explorer and tweezer for FAST wire changes",,,Orthodontics,Brackets,https://www.youngspecialties.com/product/fastclip-self-ligating-bracket/,https://www.youngspecialties.com/wp-content/uploads/2020/11/Fastclip-image-806-350-150x150.jpg
Young Specialists,825-074,Young Specialists,825-074,Bracket Removing Plier (Straight),Designed for safe removal of bonded appliances. Fine inserted tips wedge between tooth surface and bracket pad. Use with metal or aesthetic appliances. Curved (shown) jaws are angled 60° for posterior access. Straight jaws for anterior.,,,Orthodontics,Orthodontic Instruments,https://www.youngspecialties.com/product/bracket-removing-plier-straight/,https://www.youngspecialties.com/wp-content/uploads/2021/12/Bracket-removing-straight-825-074-150x150.jpg
Young Specialists,Low-Nickel,Young Specialists,Low-Nickel,"(Case) Roth One-Piece Bracket System, Low Nickel-.018","Provides optimum anti-rotation control, level slot line-up with torque in base and anatomically contoured pads for easy placement. U.S.A. Made. Enhanced Vertical Scribe Line — Aligns with long tooth axis for accurate placement. MIM Single Piece Construction — Ensures all aspects of the prescription. Smooth, Distortion Free Wire Slot — Less friction. Low Profile, Full Radius, Rounded Tie-Wings — Increased patient comfort.",,,Orthodontics,Brackets,https://www.youngspecialties.com/product/one-piece-bracket-system-low-nickel-roth-case/,https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-Low-Nickel-Bracket-Roth-150x150.jpg
Young Specialists,745-200,Young Specialists,745-200,"(Case) Roth .018 CONCEAL™ Aesthetic Bracket, Cuspid Hooks Only, 5×5 UL","Perfectly Transparent, Strong, Low Profile, Stain Resistant Monocrystalline Sapphire Features: Highly Polished Wire Slot — Less friction STRONG Fracture Resistant Tie-Wings and Hooks — Fewer re-bonds Color Coded Identification Dots — Easily removed Comfort Contoured Tie-Wings — Ample ligating spaceTooth Specific Contoured Pads — STRONG bond, predictable de-bond Use Typical Adhesive — Bond strength is enhanced by alumina crystals fused to bond pads De-Bond with Bracket Removing Plier — By design most adhesive will remain on toothClick here to view Orthodontic Archwire Organizers.",,,Orthodontics,Brackets,https://www.youngspecialties.com/product/case-roth-018-conceal-aesthetic-bracket-cuspid-hooks-only-5x5/,"https://www.youngspecialties.com/wp-content/uploads/2021/12/Conceal-packaing-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2021/12/conceal-up-close-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2021/12/conceal-in-use-150x150.jpg"
Young Specialists,SL-Aesth-Roth-22,Young Specialists,SL-Aesth-Roth-22,(Each) Roth .022 ORAPRO® Equation™ Self Ligating Aesthetic Bracket-UR1 (Upper Right Central),"Equation™ self-ligating brackets combine optimal function with excellent aesthetics at a value price that makes sense. This combination of features equates to a happy doctor, staff, and patient.Features:• Equation self-ligating brackets feature a door that is easy to use, locks in place, and opens in such a way that a clear pathway is left for wire insertion.• Brackets are manufactured with a truly innovative material. The bracket material has a surface hardness that won’t abrade teeth. It prevents opposing teeth from being damaged making it ideal for full case treatment. The brackets don’t shatter during removal allowing for placement corrections when necessary.• The innovative material creates ultra-low friction when it interacts with an archwire creating very efficient sliding mechanics and faster tooth movement.• Equation self-ligating brackets give you the flexibility of a passive or active system depending on the wire. The brackets remain passive until a wire with a dimension of .025 is used. When a wire with a .025 dimension is used, it will allow the bracket to express the full torquing capabilities of the system.",,,Orthodontics,Brackets,https://www.youngspecialties.com/product/orapro-equation-self-ligating-aesthetic-bracket-roth-022-1-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Orapro-Equation-Self-Ligating-Bracket-Roth-022-1-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Orapro-Equation-Self-Ligating-Bracket-Roth-022-2-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Orapro-Equation-Self-Ligating-Bracket-Roth-022-3-150x150.jpg"
Young Specialists,SL-Aesth-Roth-22cs,Young Specialists,SL-Aesth-Roth-22cs,(Case) Roth .022 ORAPRO® Equation™ Self Ligating Aesthetic Bracket-5x5 Upper 345 w/Hook,"Equation self-ligating brackets combine optimal function with excellent aesthetics at a value price that makes sense. This combination of features equates to a happy doctor, staff, and patient. Features:Equation self-ligating brackets feature a door that is easy to use, locks in place, and opens in such a way that a clear pathway is left for wire insertion.Brackets are manufactured with a truly innovative material. The bracket material has a surface hardness that won’t abrade teeth. It prevents opposing teeth from being damaged making it ideal for full case treatment. The brackets don’t shatter during removal allowing for placement corrections when necessary.The innovative material creates ultra-low friction when it interacts with an archwire creating very efficient sliding mechanics and faster tooth movement.Equation self-ligating brackets give you the flexibility of a passive or active system depending on the wire. The brackets remain passive until a wire with a dimension of .025 is used. When a wire with a .025 dimension is used, it will allow the bracket to express the full torquing capabilities of the system.",,,Orthodontics,Brackets,https://www.youngspecialties.com/product/orapro-equation-self-ligating-aesthetic-bracket-roth-022-cases/,https://www.youngspecialties.com/wp-content/uploads/2020/12/OrthoQuest-Orapro-Equation-Self-Ligating-Bracket-Roth-022-150x150.jpg
Young Specialists,A3872,Young Specialists,A3872,"(Case) MBT .022 ORAPRO® Equation™ Self Ligating Aesthetic Bracket, U/L 5X5 345HK","Equation™ self-ligating brackets combine optimal function with excellent aesthetics at a value price that makes sense. This combination of features equates to a happy doctor, staff, and patient. Features:• Equation self-ligating brackets feature a door that is easy to use, locks in place, and opens in such a way that a clear pathway is left for wire insertion.• Brackets are manufactured with a truly innovative material. The bracket material has a surface hardness that won’t abrade teeth. It prevents opposing teeth from being damaged making it ideal for full case treatment. The brackets don’t shatter during removal allowing for placement corrections when necessary.• The innovative material creates ultra-low friction when it interacts with an archwire creating very efficient sliding mechanics and faster tooth movement.• Equation self-ligating brackets give you the flexibility of a passive or active system depending on the wire. The brackets remain passive until a wire with a dimension of .025 is used. When a wire with a .025 dimension is used, it will allow the bracket to express the full torquing capabilities of the system.",,,Orthodontics,Brackets,https://www.youngspecialties.com/product/orapro-equation-self-ligating-aesthetic-bracket-mbt-022-u-l-5x5-345hk/,https://www.youngspecialties.com/wp-content/uploads/2020/12/OrthoQuest-Orapro-Equation-Self-Ligating-Bracket-Roth-022-150x150.jpg
Young Specialists,Avair-022-Roth,Young Specialists,Avair-022-Roth,(Each) Roth .022 Avair Aesthetic Bracket-UR1 (Upper Right Central),"Avair® brackets are almost invisible on the teeth for near-perfect aesthetics. These photos show how the brackets pick up and reflect the color of the bases they are placed upon. Avair brackets are made from a hybrid biocompatible material that is a dispersion of acrylic and two different copolymers, with a small amount of polycrystalline alumina for increased strength. The material for Avair is the most sophisticated and advanced stage of technology and science. Features:• Avair brackets feature a low profile for reduced occlusal interference.• Tie wings are smooth and rounded for maximum patient comfort.• The generous tie wing area keeps ligatures securely placed and allows for ligating with ties and chain, separately or together.• Avair brackets are almost invisible on the teeth for near-perfect aesthetics.",,,Orthodontics,Brackets,https://www.youngspecialties.com/product/avair-aesthetic-bracket-roth-022-1-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/Avair-Bracket-Without-Hook-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/Avair-Bracket-Without-Hook-2-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/Avair-Bracket-with-hook-2-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/Avair-Bracket-with-hook-150x150.jpg"
Young Specialists,Avair-022-MBT,Young Specialists,Avair-022-MBT,"(Each) MBT, .022 Avair Aesthetic Bracket-UR1 (Upper Right Central)","Avair® brackets are almost invisible on the teeth for near-perfect aesthetics. These photos show how the brackets pick up and reflect the color of the bases they are placed upon. Avair brackets are made from a hybrid biocompatible material that is a dispersion of acrylic and two different copolymers, with a small amount of polycrystalline alumina for increased strength. The material for Avair is the most sophisticated and advanced stage of technology and science. Features:• Avair brackets feature a low profile for reduced occlusal interference.• Tie wings are smooth and rounded for maximum patient comfort.• The generous tie wing area keeps ligatures securely placed and allows for ligating with ties and chain, separately or together.• Avair brackets are almost invisible on the teeth for near-perfect aesthetics.",,,Orthodontics,Brackets,https://www.youngspecialties.com/product/avair-aesthetic-bracket-mbt-022-1-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/Avair-Bracket-Without-Hook-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/Avair-Bracket-Without-Hook-2-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/Avair-Bracket-with-hook-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/10/Avair-Bracket-with-hook-2-150x150.jpg"
Young Specialists,Vera-Splatter,Young Specialists,Vera-Splatter,Vera Splatter Guard Prophy Angles-125,"Vera Splatter Guard Elite, Latex-Free Say hello to a safer way to polish! Protect yourself and your patients by nearly eliminating airborne particles during prophylaxis polishing. These unique prophy angles feature a slim profile, rounded head and narrow neck for greater reach and access. The prophy cup features exterior ridges for advanced stain removal and offers exceptional flex and flare, while the precisely engineered wiper reduces splatter 15x that of traditional prophy angles. Features:– Latex-Free – Splatter Guard shield for significant splatter reduction – Slim profile – Elite Original prophy cup  Soft, shortWebbed interiorRidged exteriorAdvanced stain removal",,,Plak Smacker,Preventive,https://www.youngspecialties.com/product/vera-splatter-guard-classic-elite-original-125-ct-or-750-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/12/Vera-Splatter-guard-1-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/12/vera-splatter-guard-2-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/12/vera-splatter-guard-3-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/12/vera-splatter-guard-4-150x150.jpg"
Young Specialists,Varnish-Pen-45,Young Specialists,Varnish-Pen-45,"Varnish Pen™ Fluoride Varnish, 45ct-Assorted","Varnish Pen Fluoride Varnish Gluten-Free. Made with Xylitol. Varnish Pen 5% Sodium Fluoride Varnish is an innovative, all-in-one system that sends varnish from brush-to-teeth with a quick twist and easy press. Single-dose unit replaces foil packets and brush sticks for quick, simple, mess-free application. The thin, translucent no-mix formula is easy to handle without stringing or clumping and available in mint, bubble gum or grape. It’s also gluten-free with 5% sodium fluoride ion. FLAVORS: FEATURES: MintBubble GumGrapeProudly Made in the USA1.5mL, 5% NaF45 single-dose units per boxPre-mixed, translucent, thin formulaNo stringing or clumpingGluten-FreeMade with Xylitol",ct,45,Plak Smacker,Preventive,https://www.youngspecialties.com/product/young-varnish-pen-1-5ml-5-naf-45-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/12/Varnish-Pen-Fluoride-Varnish-Assorted-295782-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/12/Varnish-Pen-Fluoride-Varnish-Mint-295779-150x150.jpg,https://www.youngspecialties.com/wp-content/uploads/2020/12/Varnish-Pen-Fluoride-Varnish-Box-150x150.jpg"
Young Specialists,DOCW06-100,Young Specialists,DOCW06-100,Opti-Cide3 Disinfectant Wipes,"Opti-Cide3® Disinfectant Wipes Ready-to-use cleaner and broad spectrum disinfectant Opti-Cide3 is a ready-to-use cleaner that provides a broad spectrum kill in 2 minutes and is effective against emerging pathogens, such as SARS-CoV-2 / COVID-19*. Eliminates 99.9% of germs on hard, non-porous surfaces in just 10 seconds and features a 2-minute TB kill time. Includes 100 6″ x 10″, heavily saturated wipes per cannister. Wipes are 48% larger than traditional disinfectant wipes and made of surgical grade material.    Features: Virucidal, Fungicidal, and BactericidalFragrance-Free and Dye-FreeSanitizes in 10 SecondsBroad Spectrum Kill in 2 MinutesCompatible with 30+ Surfaces100 Heavily Saturated Wipes per Cannister",,,Plak Smacker,Infection Control,https://www.youngspecialties.com/product/opti-cide3-cleaning-wipes-100-wipes-canister/,https://www.youngspecialties.com/wp-content/uploads/2020/10/DOCW06-100-Opti-Cide-Disinfectant-Wipes-150x150.jpg
Young Specialists,30070,Young Specialists,30070,Brushing Buddies Kids Toothbrush (144 ct),"Your younger patients will love Plak Smacker’s friendly Brushing Buddies Toothbrush! It features 26 tufts of soft nylon bristles and is great for children and kids ages 2 to 4. This brush comes in a variety of colors and prints, including dinosaurs with a purple handle, zebras with a blue handle, monkeys with a red handle and mermaids with a yellow handle; minimum order of 1 box, 144 per box.",ct,144,Plak Smacker,Toothbrushes,https://www.youngspecialties.com/product/brushing-buddies-toothbrush-144-ct/,https://www.youngspecialties.com/wp-content/uploads/2020/09/Brushing-Buddies-Toothbrush-30070-150x150.jpg
