Seller Platform,Seller SKU,Manfacture,Manufacture Code,Product Title,Description,Packaging,Qty,Categories,Product Page URL,Attachment URL,Image URL
Dental City,80-1004830,Premier ,1004830,Premier Scaler Light Jacquette 34-35,"Premier Scalars are created with SmartSharp Technology, allowing the instrument tip to easily maintain its sharpness. It can be sharpened when needed, on an instrument such as Premier's D.I.S.C; a sharper edge leads to smoother cuts and less hand fatigue. In addition, these scalars have a variety of handles available, including Big Easy grips, which are ergonomically-cushioned with thick and soft silicone. These are available in all popular tip types and sizes, such as:Sickle204 SeriesJacquetteGraceyColumbiaMcCallNebraska",,,Instruments/Hygiene,https://www.dentalcity.com/product/10300/premier-jacquette-scalers-light-touch-handle,,https://www.dentalcity.com/CatalogImages/DENLN/18-10300-Product_Primary_Image-400X400.jpg
Dental City,80-SM1718PT9,Hu,SM17/18PT9,HF McCall 17S/18S DE Scaler #9 SM17/18PT9,,18S DE Scaler #9 SM17,7,Instruments/Hygiene,https://www.dentalcity.com/product/14452/hu-friedy-mccall-17s18s-de-scaler-9,,https://www.dentalcity.com/CatalogImages/DENLN/18-14452-Product_Primary_Image-400X400.jpg
Dental City,80-02101,J&J Instruments ,02-101,J&J Miller Curette #10 02-101,,,,Instruments/Hygiene,https://www.dentalcity.com/product/14772/jj-instruments-miller-curette,,https://www.dentalcity.com/CatalogImages/DENLN/18-14772-Product_Primary_Image-400X400.jpg
Dental City,80-MTJDL,A Titan ,MTJDL,Montana Jack Scaler D-Lite Handle,,,,Instruments/Hygiene,https://www.dentalcity.com/product/15630/a-titan-periodontal-scalers,,https://www.dentalcity.com/CatalogImages/DENLN/18-15630-Product_Primary_Image-400X400.jpg
Dental City,80-R150,Pdt ,R150,PDT OHehir 1-2 Debridement Passionate Purple,"100% Made in the USA. Solid resin handle, comfortable grip, ultra light, superior control, tactile sensitivity, sharper-thinner blades, highest quality 440A stainless steel, harder-toughest blades. Lasts 2-7 times longer.",,,Instruments/Hygiene,https://www.dentalcity.com/product/14597/pdt-ohehir-debridement,,https://www.dentalcity.com/CatalogImages/DENLN/18-14597-Product_Primary_Image-400X400.jpg
Dental City,80-H6H7UL,A Titan ,H6-H7 UL,A Titan Scaler H6-H7 UL,,,,Instruments/Hygiene,https://www.dentalcity.com/product/16490/a-titan-hy-lite-scaler,,https://www.dentalcity.com/CatalogImages/DENLN/18-16490-Product_Primary_Image-400X400.jpg
Dental City,80-SG11129APE2,Hu,SG11/129APE2,HF Anna Pattison Gracey 11/12 SG11/129APE2,,12 SG11,1,Instruments/Hygiene,https://www.dentalcity.com/product/17014/hu-friedy-everedge-20-pattison-gracey-curettes-9-metal-handle,,https://www.dentalcity.com/CatalogImages/DENLN/18-17014-Product_Primary_Image-400X400.jpg
Dental City,80-RESCBH56,Nordent Manufacturing ,RESCBH5-6,Curette DE Barnhart #5-6 RESCBH5-6,,,,Instruments/Hygiene,https://www.dentalcity.com/product/17024/nordent-manufacturing-barnhart-curette,,https://www.dentalcity.com/CatalogImages/DENLN/18-17024-Product_Primary_Image-400X400.jpg
Dental City,80-TITANP1,A Titan ,P1,Periotome Blade Straight A.Titan P1,,,,Instruments/Hygiene,https://www.dentalcity.com/product/16006/a-titan-periotome-blade,,https://www.dentalcity.com/CatalogImages/DENLN/18-16006-Product_Primary_Image-400X400.jpg
Dental City,80-CESCN135,Nordent Manufacturing ,CESCN135,Nordent Scalette DE Posterior N135  CESCN135,,,,Instruments/Hygiene,https://www.dentalcity.com/product/17025/nordent-manufacturing-duralite-colorrings-scalette,,https://www.dentalcity.com/CatalogImages/DENLN/18-17025-Product_Primary_Image-400X400.jpg
Dental City,80-CSM11,Nordent Manufacturing ,RCSM11,Nordent Surgical Curette DE Miller #11 RCSM11	,,,,Instruments/Hygiene,https://www.dentalcity.com/product/17423/nordent-manufacturing-nordent-surgical-curette,,https://www.dentalcity.com/CatalogImages/DENLN/18-17423-Product_Primary_Image-400X400.jpg
Dental City,80-355221,Hager Worldwide ,355221,Impla Clean DE #1 Cleaning Instrument 355221,,,,Instruments/Hygiene,https://www.dentalcity.com/product/18628/hager-worldwide-impla-clean-instruments,,https://www.dentalcity.com/CatalogImages/DENLN/18-18628-Product_Primary_Image-400X400.jpg
Dental City,80-ESCN67,Nordent Manufacturing ,ESCN67,Nordent Duralite HEX Scaler DE N67 Offset Sickle (H6-H7) ESCN67,,,,Instruments/Hygiene,https://www.dentalcity.com/product/18712/nordent-manufacturing-duralite-hexagon-handle-scalers,,https://www.dentalcity.com/CatalogImages/DENLN/18-18712-Product_Primary_Image-400X400.jpg
Dental City,80-RESCN135,Nordent Manufacturing ,RESCN135,Nordent Scalette DE Posterior N135 RESCN135,,,,Instruments/Hygiene,https://www.dentalcity.com/product/18714/nordent-manufacturing-duralite-round-scalette,,https://www.dentalcity.com/CatalogImages/DENLN/18-18714-Product_Primary_Image-400X400.jpg
Dental City,80-SCN5N1,Nordent Manufacturing ,RSCN5-N1,Nordent Scaler DE N5 Sickle/Contra-Angle Spoon #1 Standard RSCN5-N1	,,Contra-Angle Spoon #1 Standard RSCN5-N1	,5,Instruments/Hygiene,https://www.dentalcity.com/product/19002/nordent-manufacturing-sickle-scaler,,https://www.dentalcity.com/CatalogImages/DENLN/18-19002-Product_Primary_Image-400X400.jpg
Dental City,80-1004665,Premier ,1004665,PremierAir Gracey 11/12 1004665,,12 1004665,1,Instruments/Hygiene,https://www.dentalcity.com/product/19470/premier-premierair-gracey,,https://www.dentalcity.com/CatalogImages/DENLN/18-19470-Product_Primary_Image-400X400.jpg
Dental City,80-K6000,A Titan ,K6000,A Titan Periotome Fixed Kit K6000,,,,Instruments/Hygiene,https://www.dentalcity.com/product/20301/a-titan-periotome-fixed-kit,,https://www.dentalcity.com/CatalogImages/DENLN/18-20301-Product_Primary_Image-400X400.jpg
Dental City,80-IMD434142,Hu,IM-D4341/42,IMS Signature Series Scaling and Root Planing Instrument Kit IM-D4341/42	,,42	,1,Instruments/Hygiene,https://www.dentalcity.com/product/20917/hu-friedy-ims-signature-series-scaling-and-root-planing-instrument-kit,,https://www.dentalcity.com/CatalogImages/DENLN/18-20917-Product_Primary_Image-400X400.jpg
Dental City,34-400202R,Ortho ,400-202R,Lingual Buttons DB Round 10/Pack 400-202R,"Bracket attachment: Direct Bond Buttons 3.5mm one piece base, 10 pieces per pack",Pack 400-202R,0,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/9233/ortho-direct-bond-buttons-round-base,,https://www.dentalcity.com/CatalogImages/DENLN/18-9233-Product_Primary_Image-400X400.jpg
Dental City,34-400202,Ortho ,400-202,Lingual Buttons Oval Curve Bond 400-202,"Bracket attachment: Direct Bond Buttons Oval Flat 3.88mm x 2.48mm one piece base, 10 pieces per pack",,,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/9232/ortho-direct-bond-buttons-rectangle-base,,https://www.dentalcity.com/CatalogImages/DENLN/18-9232-Product_Primary_Image-400X400.jpg
Dental City,34-034001,Ortho ,034-001,Tongue Tamers 10/Pack 034-001,,Pack 034-001,0,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/9383/ortho-tongue-tamers,,https://www.dentalcity.com/CatalogImages/DENLN/18-9383-Product_Primary_Image-400X400.jpg
Dental City,34-2344,Ortho ,OT-2344,OrthoFlex Aesthetic Rectangular Composite Buttons 10/Pack OT-2344,,Pack OT-2344,0,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/9316/ortho-orthoflex-aesthetic-button,,https://www.dentalcity.com/CatalogImages/DENLN/18-9316-Product_Primary_Image-400X400.jpg
Dental City,34-025100,Ortho ,025-100,Direct Bond Eyelets Round Base 10/Pack 025-100,"Bracket attachment: Direct Bond Eyelets 3.5mm two piece flat base, 10 pieces per pack",Pack 025-100,0,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/9234/ortho-direct-bond-eyelets,,https://www.dentalcity.com/CatalogImages/DENLN/18-9234-Product_Primary_Image-400X400.jpg
Dental City,34-0400,Ortho ,0900400,Crimp Stop OIS 10/Pack,,Pack,0,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/9222/ortho-crimp-stop,,https://www.dentalcity.com/CatalogImages/DENLN/18-9222-Product_Primary_Image-400X400.jpg
Dental City,34-3000028,Ortho ,3000-028,"Ball Clasps .028"" 100/pk Ortho-Tech 3000-028",,pk Ortho-Tech 3000-028,0,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/17310/ortho-ball-clasps,,https://www.dentalcity.com/CatalogImages/DENLN/18-17310-Product_Primary_Image-400X400.jpg
Dental City,34-014115,Ortho ,265-100,Split Ball Hooks Up To .021x.025 20/Pack 265-100	,"Crimpable ball hook allows quick and simple placement of hooks in any position along the archwire. Create a strong, non-sliding lock with the archwire. These hooks permit inter-maxillary fixation to be applied and facilitate post-surgical use of elastic.",Pack 265-100	,0,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/9225/ortho-crimpable-split-bi-directional-ball-hooks,,https://www.dentalcity.com/CatalogImages/DENLN/18-9225-Product_Primary_Image-400X400.jpg
Dental City,34-003,Denovo Dental ,383-003,Space Maintainer Wires Wide 383-003,,,,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/2172/denovo-dental-space-maintainer-wires,,https://www.dentalcity.com/CatalogImages/DENLN/18-2172-Product_Primary_Image-400X400.jpg
Dental City,34-020622,Ortho ,020-622 MINI-STOPS,Crimpable Mini Stops Cylinder Shaped 20/Pack 020-622	,,Pack 020-622	,0,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/9224/ortho-crimpable-mini-stops,,https://www.dentalcity.com/CatalogImages/DENLN/18-9224-Product_Primary_Image-400X400.jpg
Dental City,34-20105,Ortho ,20105,Crimpable Ball Hooks w/ Split Archwire Opening 20-Pack,, Split Archwire Opening 20-Pack,Crimpable Ball Hooks w,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/9223/ortho-crimpable-ball-hooks,,https://www.dentalcity.com/CatalogImages/DENLN/18-9223-Product_Primary_Image-400X400.jpg
Dental City,34-1270005,Keystone Industries ,1270005,"Stainless Steel Ball Clasps .28"" dia (.7mm) 10/pack",,pack,0,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/8099/keystone-industries-ball-clasps,https://dentalcity.com/MSDS/34-1270005.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-8099-Product_Primary_Image-400X400.jpg
Dental City,43-42410,DSC ,4-2410,DSC Space Maintainer Crown 1st Primary Lower Right Molar LR.2 4-2410,,,,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/20807/dsc-space-maintainer-crowns,,https://www.dentalcity.com/CatalogImages/DENLN/18-20807-Product_Primary_Image-400X400.jpg
Dental City,43-48172,DSC ,4-8172,Space Maintainer Bands Upper U35.5 2/Pk 4-8172	,,Pk 4-8172	,2,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/20934/dsc-space-maintainer-bands,,https://www.dentalcity.com/CatalogImages/DENLN/18-20934-Product_Primary_Image-400X400.jpg
Dental City,34-10022,Ortho ,10022,EZ Space Maintainer Starter Kit,,,,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/9257/ortho-ez-space-maintainer,,https://www.dentalcity.com/CatalogImages/DENLN/18-9257-Product_Primary_Image-400X400.jpg
Dental City,34-49392361036,Ortho ,493-92-361036,Trufit 2.0 ASM .022 Roth LR36 OrthoTech 493-92-361036,,,,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/15181/ortho-trufit-20-convertible-band,,https://www.dentalcity.com/CatalogImages/DENLN/18-15181-Product_Primary_Image-400X400.jpg
Dental City,43-48010,DSC ,4-8010,DSC 1st Primary Space Maintainer Crown Kit of 28 Crowns with wires 4-8010,,,,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/20806/dsc-space-maintainer-crown-kits,,https://www.dentalcity.com/CatalogImages/DENLN/18-20806-Product_Primary_Image-400X400.jpg
Dental City,34-NS3B225E,Fairfield Orthodontics ,NS3B-225E,Slim Line Buccal Tubes Roth R -10 Torque 8 Offset NS3B-225E,,,,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/17964/fairfield-orthodontics-slim-line-buccal-tubes,,https://www.dentalcity.com/CatalogImages/DENLN/18-17964-Product_Primary_Image-400X400.jpg
Dental City,34-BF6UL2R,Fairfield Orthodontics ,BF6-UL2R,Best Fit Buccal Tubes Roth 0.22 UL6 10/Pack BF6-UL2R,,Pack BF6-UL2R,0,Orthodontics/Bands and Attachments,https://www.dentalcity.com/product/20416/fairfield-orthodontics-best-fit-buccal-tubes,,https://www.dentalcity.com/CatalogImages/DENLN/18-20416-Product_Primary_Image-400X400.jpg
Dental City,60-2F7114,Baxter ,2F7114,Sterile Water 1000mL Bottle Baxter 2F7114	,,,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/833/baxter-sterile-water-1000ml-bottle,,https://www.dentalcity.com/CatalogImages/DENLN/18-833-Product_Primary_Image-400X400.jpg
Dental City,60-8001,B Braun ,Q8001,Sodium Chloride Injection USP 0.9%  500mL Bag L8001 Each	,,,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/16363/b-braun-sodium-chloride-injection-09-500ml,,https://www.dentalcity.com/CatalogImages/DENLN/18-16363-Product_Primary_Image-400X400.jpg
Dental City,60-000912,Baxter ,2F7113,Sterile Water for Irrigation 500mL Bottle 2F7113	,,,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/835/baxter-sterile-water-for-irrigation-500ml-bottle,,https://www.dentalcity.com/CatalogImages/DENLN/18-835-Product_Primary_Image-400X400.jpg
Dental City,41-R5200,B Braun ,R5200-01,Sodium Chloride 0.9% Irrigation Bottle 1000mL 16/Case,"Sodium Chloride 0.9% 1000mL Irrigation Bottle.,
,This bottle is not for injection.,
,Features include:,
,
,PVC-free, DEHP-free plastic,
,Easy non-drip pouring,
,Molded hand grip for better handling,
,
, ",Case,6,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/14493/b-braun-sodium-chloride-09-irrigation-bottle,https://dentalcity.com/MSDS/41-R5200.pdf,https://www.dentalcity.com/CatalogImages/DENLN/18-14493-Product_Primary_Image-400X400.jpg
Dental City,60-8501,B Braun ,L8500,Sterile Water 1000mL Bag Each L8500	,,,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/809/b-braun-sterile-water-1000ml-pouchbag,,https://www.dentalcity.com/CatalogImages/DENLN/18-809-Product_Primary_Image-400X400.jpg
Dental City,60-000911,Baxter ,2F7112,Sterile Water 250mL Bottle 2F7112	,,,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/834/baxter-sterile-water-250ml-bottle,,https://www.dentalcity.com/CatalogImages/DENLN/18-834-Product_Primary_Image-400X400.jpg
Dental City,42-6270,Baxter ,2F7122,Sodium Chloride 0.9% Saline 250mL Bottle 24/Case 2F7122	,"Sterile Water and Saline, irrigation device and suctioning saline 0.9%, screw top bottle.",Case 2F7122	,4,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/832/baxter-sodium-chloride-9-saline-250ml-bottle-24case,,https://www.dentalcity.com/CatalogImages/DENLN/18-832-Product_Primary_Image-400X400.jpg
Dental City,41-713809,B Braun ,R5200-01,Sodium Chloride .9% 1000mL Bottle For Irrigation Each	,"Baxter Sodium Chloride .9% 1000mL bottle contains an isotonic solution for irrigation only. Sterile, non-pyrogenic. Not for injection. Prescription only. Non-latex.",,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/830/b-braun-sodium-chloride-9-1000ml-bottle-for-irrigation,,https://www.dentalcity.com/CatalogImages/DENLN/18-830-Product_Primary_Image-400X400.jpg
Dental City,41-6121,Dental City ,L6121,Dextrose 5% & Sodium Chloride 0.45% 500mL Injection Each	,,,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/14883/dental-city-dextrose-5-sodium-chloride,,https://www.dentalcity.com/CatalogImages/DENLN/18-14883-Product_Primary_Image-400X400.jpg
Dental City,42-605,B Braun ,R5201-01,Sodium Chloride 0.9% 500mL Bottle	,,,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/13812/b-braun-sodium-chloride-9-500ml-bottle,,https://www.dentalcity.com/CatalogImages/DENLN/18-13812-Product_Primary_Image-400X400.jpg
Dental City,60-R5000,B Braun ,R5000-01,Sterile Water 1000mL Bottle For Irrigation 16/Case R5000-01,,Case R5000-01,6,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/16144/b-braun-sterile-water-for-irrigation-1000ml-bottle,,https://www.dentalcity.com/CatalogImages/DENLN/18-16144-Product_Primary_Image-400X400.jpg
Dental City,60-000909,Winchester ,90092100,Sodium Chloride 0.9% Saline Saljet Single Dose 30mL 40/Box	,"Saljet® Sterile Saline 0.9% Sodium Chloride Solution for use in moistening and lubricating absorbent wound dressings for traumatic wounds, cuts, bruises and minor burns prior to removal from wounded area.,
,Item includes: 30ml Single Dose (twist-off top)",Box	,0,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/13813/winchester-sodium-chloride-9-saline-saljet-single-dose-30ml,,https://www.dentalcity.com/CatalogImages/DENLN/18-13813-Product_Primary_Image-400X400.jpg
Dental City,65-418020,B Braun ,418020,"Braun Injection Cap 1 1/8"" 100/cs 418020",,"8"" 100",1,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/18228/b-braun-injection-cap,,https://www.dentalcity.com/CatalogImages/DENLN/18-18228-Product_Primary_Image-400X400.jpg
Dental City,41-2B0063,Baxter ,2B0063,Dextrose Sodium Chloride 5% 500mL Injection 2B0063	,,,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/18885/baxter-dextrose-5-500ml-injectable,,https://www.dentalcity.com/CatalogImages/DENLN/18-18885-Product_Primary_Image-400X400.jpg
Dental City,60-115218,Mckesson ,62041900,Sodium Chloride 0.9% Saline 100mL Btl,"0.9% Sodium Chloride Solution bottle, for irrigation only, screw top.",,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/8710/mckesson-sodium-chloride-09-saline-100ml-btl,,https://www.dentalcity.com/CatalogImages/DENLN/18-8710-Product_Primary_Image-400X400.jpg
Dental City,94-10098757,Kavo ,1.009.8757,Sterile Irrigation Tubing Lines S600 10/Pk 1.009.8757,,Pk 1.009.8757,0,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/20644/kavo-sterile-irrigation-tubing-lines,,https://www.dentalcity.com/CatalogImages/DENLN/18-20644-Product_Primary_Image-400X400.jpg
Dental City,65-29081,Exel ,29081,Exel Infusion Set 15 Drop/mL 50/Case,,mL 50,5,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/3772/exel-exel-infusion-set,,https://www.dentalcity.com/CatalogImages/DENLN/18-3772-Product_Primary_Image-400X400.jpg
Dental City,65-26704,Exel ,26704,Scalp Vein Set Butterfly 26704,,,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/3771/exel-exel-butterfly-infusion-sets,,https://www.dentalcity.com/CatalogImages/DENLN/18-3771-Product_Primary_Image-400X400.jpg
Dental City,65-4536,Bd ,381412,"IV Catheter 24G X 3/4""",,"4""",3,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/18494/bd-insyte-autoguard-shielded-iv-catheter,,https://www.dentalcity.com/CatalogImages/DENLN/18-18494-Product_Primary_Image-400X400.jpg
Dental City,41-L7501,B Braun ,L7501,Lactated Ringers Injection 500mL L7501	,,,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/17138/b-braun-lactated-ringers-injections,,https://www.dentalcity.com/CatalogImages/DENLN/18-17138-Product_Primary_Image-400X400.jpg
Dental City,60-8000,B Braun ,Q8000,Sodium Chloride 0.9% Injection USP 1000mL Bag  Q8000 Each	,,,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/16362/b-braun-sodium-chloride-injection-09-1000ml,,https://www.dentalcity.com/CatalogImages/DENLN/18-16362-Product_Primary_Image-400X400.jpg
Dental City,95-F57370,Acteon ,F57370,Acteon Irrigation Kit Disposable 10/Pack F57370	,,Pack F57370	,0,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/19628/acteon-piezotome-irrigation-kit,,https://www.dentalcity.com/CatalogImages/DENLN/18-19628-Product_Primary_Image-400X400.jpg
Dental City,65-7228,Hospira Icu ,1267228,"LifeShield Primary Macrobore IV Set 15 Drops/80"" 1267228	",,"80"" 1267228	",5,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/18823/hospira-icu-lifeshield-macrobore-iv-set,,https://www.dentalcity.com/CatalogImages/DENLN/18-18823-Product_Primary_Image-400X400.jpg
Dental City,81-8552,Cardinal Healthcare ,210SAL,Wound Cleanser Saline Spray 7oz 210SAL,,,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/15388/cardinal-healthcare-wound-cleanser-saline-spray,,https://www.dentalcity.com/CatalogImages/DENLN/18-15388-Product_Primary_Image-400X400.jpg
Dental City,65-1720,Exel ,1720,"Exel 20"" IV Extension Set 100/cs 1720",,cs 1720,0,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/20832/exel-iv-extension-set,,https://www.dentalcity.com/CatalogImages/DENLN/18-20832-Product_Primary_Image-400X400.jpg
Dental City,66-20118S,Gingipak ,20118S,GINGICaine Oral Anesthetic Gel Syringe 20118S,"GingiPak® GINGICaine® Topical Anesthetic Gel in Syringe form. Each syringe contains 1.2ml of gel that allows the clinician to deliver GINGICaine directly into sulcus to induce anesthesia right where it is needed without having to numb the patients' whole mouth. The proprietary micro needle tip features a 7mm gauge mark & rounded end to eliminate poking or tearing the sulcus during delivery, making it ideal for a variety of procedures such as injections, root planing, scaling, gingival retractions and more.
Features include:

20% Benzocaine formula
Needlesess pain-free delivery
Stays in were placed and without numbing unwanted regions
Quick 15 - 20 second onset and lasts up to 30 minutes of anesthesa
Flows smoothly with no gritty feel
Available in Strawberry flavor

Item includes: 20 x 1.2cc GingiCaine Gel in Syringes, 60 Micro Dispensing Tips
 
This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item.",,,Anesthetics/Syringes,https://www.dentalcity.com/product/17481/gingipak-gingicaine-oral-anesthetic-gel-syringe-kit,,https://www.dentalcity.com/CatalogImages/DENLN/18-17481-Product_Primary_Image-400X400.jpg
Dental City,65-2138,Exel ,26107,"Needle & Syringe 21ga 1.5"" 3cc 100/box 26107","Sterile, luer lock. 3cc.",box 26107,0,Anesthetics/Syringes,https://www.dentalcity.com/product/15326/exel-disposable-syringes-wneedles,,https://www.dentalcity.com/CatalogImages/DENLN/18-15326-Product_Primary_Image-400X400.jpg
Dental City,80-40505,US Elite ,40502*,Aspirating Syringe CW Type Cook-Waite (US Elite) 40502,US Elite Aspirating Syringes are designed for ultimate precision and comfort with an articulating barrel syringe that bends to a 90 degree angle for easier cartridge refill.Features include:Stainless steelOpen side for easy cartridge replacementFits any needle typeAvailable in Astra style or Cook-Waite stylePlease use the dropdown menu to make your selection.,,,Anesthetics/Syringes,https://www.dentalcity.com/product/12055/us-elite-aspirating-syringe,,https://www.dentalcity.com/CatalogImages/DENLN/18-12055-Product_Primary_Image-400X400.jpg
Dental City,41-8002,Baxter ,2B1322Q,Sodium Chloride 0.9% Saline 250mL Bag 2B1322Q Each	,,,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/831/baxter-sodium-chloride-9-saline-250ml-bag-l8002,,https://www.dentalcity.com/CatalogImages/DENLN/18-831-Product_Primary_Image-400X400.jpg
Dental City,65-26048,Exel ,26048,Exel TB Syringe only w/o Needle 1cc Luer Slip w/cap 100/Bx 26048,,o Needle 1cc Luer Slip w,Exel TB Syringe only w,Anesthetics/Syringes,https://www.dentalcity.com/product/13348/exel-tuberculin-syringe-only,,https://www.dentalcity.com/CatalogImages/DENLN/18-13348-Product_Primary_Image-400X400.jpg
Dental City,65-V4500,B Braun ,V4500,B Braun Cysto Post-Operative Irrigation Set V4500,,,,Sutures and Surgical Products/IV and Irrigation,https://www.dentalcity.com/product/18443/b-braun-b-braun-irrigation-set,,https://www.dentalcity.com/CatalogImages/DENLN/18-18443-Product_Primary_Image-400X400.jpg
Dental City,80-07800,J&J Instruments ,07-800,J&J Aspirating Syringe CW Type 07-800,,,,Anesthetics/Syringes,https://www.dentalcity.com/product/6881/jj-instruments-aspirating-syringes,,https://www.dentalcity.com/CatalogImages/DENLN/18-6881-Product_Primary_Image-400X400.jpg
Dental City,65-9604,Bd ,302995,BD Luer Lock Syringe Only 10cc 309604 200/Box 302995,,Box 302995,0,Anesthetics/Syringes,https://www.dentalcity.com/product/19119/bd-syringe-only-luer-lock-tip,,https://www.dentalcity.com/CatalogImages/DENLN/18-19119-Product_Primary_Image-400X400.jpg
Dental City,91-2110,Septodont ,01-N2110,Septodont Aspirating Syringe Standard 01-N2110,"Septodont aspirating syringes are available in 3 different sizes for better control and comfort for the user: one would be surprised how much the size of a thumb ring, finger grip, or plunger length makes a difference! These ergonomic, lightweight syringes are indicated for injecting local anesthetics and are made of surgical grade aluminum and stainless steel.Color Coding System:Blue - petitePink - petiteTitanium - fusionBronze - standard",,,Anesthetics/Syringes,https://www.dentalcity.com/product/10929/septodont-aspirating-syringe,,https://www.dentalcity.com/CatalogImages/DENLN/18-10929-Product_Primary_Image-400X400.jpg
Dental City,66-01N6000,Septodont ,01-N6000,Dentapen Kit,"Dentapen Electronic Syringe Injection System from Septodont is the latest innovation in injectable dental anesthetics. This electronic syringe eliminates many of the issues clinicians face when injecting anesthetics with a traditional syringe, including pressure variation, injection speed, and anesthetic flow. This Dentapen provides users with the ability to inject just the right amount of anesthetic at a pre-determined speed, allowing them to focus more on keeping steady injection pressure and maximizing patient comfort.
Features include:

Ergonomic and lightweight design for a comfortable user experience - even when needing to perform mutliple injections
Compatible with all needles and anesthetic cartridges, so clinicians can use their preferred brand
Two handle options: traditional syringe or pen-style
Battery operated for ease of use (no cumbersome cords or foot pedals)
Choose from 3 injection speeds
Choose from 2 modes: continuous flow or gradual increase

Additional Resources: Dentapen Brochure.
System includes: 1 Dentapen Electronic Syringe, 7 Cartridge Holders, 5 Syringe-Style Finger Grips, 2 Pen-Style Finger Grips, 3 Universal Batteries, 25 Disposable Protective Sleeves",,,Anesthetics/Syringes,https://www.dentalcity.com/product/18907/septodont-dentapen-anesthesia-system,,https://www.dentalcity.com/CatalogImages/DENLN/18-18907-Product_Primary_Image-400X400.jpg
Dental City,65-N1630,Septodont ,01-N1630,Septoject Evolution Needle 30 ga Short (25mm) 100/Box 01-N1630	,"Septoject needles are single-use needles available for a variety of different procedures. The plastic hub on the needle end makes threading much easier, and avoids metal-to-metal contact. The posterior tip is beveled to smoothly penetrate the diaphragm, while the anterior end is triple-beveled for smooth insertion and less pain for the patient.,Septoject Evolution allows even less tissue to be displaced, reducing patient discomfort even more! The bevel is centered, thus there is less deflection, and it is easier to control. The hub has two beveled tips, giving it a more scalpel-shape. Less force, less tissue damage, and less pain sums up Septoject Evolution.,Septoject XL has an enlarged bore, dissipating the amount of pressure in the injection for the patient. The 43% wider needle also is triple-beveled and very flexible. Septoject XL even has a bevel indicator to assist in orientating the bevel during injection.,Pre-threaded plastic hub,Beveled posterior and anterior tips,Siliconized cannula,High-grade surgical stainless steel tubing,25, 27, and 30 gauge for Septoject Original,27 and 30 gauge Septoject Evolution available,Block or Infiltration Septoject XL available",Box 01-N1630	,0,Anesthetics/Syringes,https://www.dentalcity.com/product/10979/septodont-septoject-evolution,,https://www.dentalcity.com/CatalogImages/DENLN/18-10979-Product_Primary_Image-400X400.jpg
