Seller Platform,Seller SKU,Manufacture,Manufacture Code,Product Title,Description,Packaging,Qty,Categories,Subcategories,Product Page URL,Image URL
Young Specialists,Item #AECB1-2XPX,Young Specialists,Item #AECB1-2XPX,American Eagle XP® Sharpen-Free Barnhart 1-2 Curette with Stainless Steel Handle (1 ct),"Narrow blade, slightly angled shank for anteriors. This instrument is surface engineered with our patented XP® Sharpen-Free technology.","Narrow blade, slightly angled shank for anteriors. This instrument is surface engineered with our patented XP® Sharpen-Free technology.","Narrow blade, slightly angled shank for anteriors. This instrument is surface engineered with our patented XP® Sharpen-Free technology.",Plak Smacker,Hand Instruments,https://www.youngspecialties.com/product/american-eagle-xp-sharpen-free-barnhart-1-2-curette-with-stainless-steel-handle-1-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-Barnhart-1-2-Curette-AECB1-2XPX-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-Barnhart-1-2-Curette-AECB1-2XPX-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-Barnhart-1-2-Curette-AECB1-2XPX-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-Barnhart-1-2-Curette-AECB1-2XPX-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-Barnhart-1-2-Curette-AECB1-2XPX-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-Barnhart-1-2-Curette-AECB1-2XPX-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-Barnhart-1-2-Curette-AECB1-2XPX-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-Barnhart-1-2-Curette-AECB1-2XPX-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-Barnhart-1-2-Curette-AECB1-2XPX-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-Barnhart-1-2-Curette-AECB1-2XPX.jpg 1000w"
Young Specialists,Item #AES33XPQT,Young Specialists,Item #AES33XPQT,American Eagle XP® Sharpen-Free 33 Quik-Tip™ Scaler (each),Straight sickle blade. Designed for scaling interproximal and cervical areas of anterior teeth. Surface engineered with our patented XP® Sharpen-Free technology.,Straight sickle blade. Designed for scaling interproximal and cervical areas of anterior teeth. Surface engineered with our patented XP® Sharpen-Free technology.,Straight sickle blade. Designed for scaling interproximal and cervical areas of anterior teeth. Surface engineered with our patented XP® Sharpen-Free technology.,Plak Smacker,Hand Instruments,https://www.youngspecialties.com/product/american-eagle-xp-sharpen-free-33-quik-tip-scaler-1-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-33-QuikTip-Scaler-AES33XPQT-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-33-QuikTip-Scaler-AES33XPQT-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-33-QuikTip-Scaler-AES33XPQT-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-33-QuikTip-Scaler-AES33XPQT-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-33-QuikTip-Scaler-AES33XPQT-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-33-QuikTip-Scaler-AES33XPQT-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-33-QuikTip-Scaler-AES33XPQT-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-33-QuikTip-Scaler-AES33XPQT-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-33-QuikTip-Scaler-AES33XPQT-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/09/American-Eagle-XP-33-QuikTip-Scaler-AES33XPQT.jpg 1000w"
Young Specialists,Item #615-575,Young Specialists,Item #615-575,"Dry Field System, Large white with silicone tubing (1 ct)","The Nola Dry Field System completely eliminates saliva and fully exposes both dental arches making it ideal for all bonding applications. This full arch dry field provides maximum access and saves chair time. System is easy to assemble, can be inserted and used by a single operator, and is autoclavable., Ideal for: Bonding Brackets, Pit and Fissure Sealants, Posterior Restoration, Bleaching, Bonding Veneers","The Nola Dry Field System completely eliminates saliva and fully exposes both dental arches making it ideal for all bonding applications. This full arch dry field provides maximum access and saves chair time. System is easy to assemble, can be inserted and used by a single operator, and is autoclavable. Ideal for: Bonding Brackets, Pit and Fissure Sealants, Posterior Restoration, Bleaching, Bonding Veneers","The Nola Dry Field System completely eliminates saliva and fully exposes both dental arches making it ideal for all bonding applications. This full arch dry field provides maximum access and saves chair time. System is easy to assemble, can be inserted and used by a single operator, and is autoclavable. Ideal for: Bonding Brackets, Pit and Fissure Sealants, Posterior Restoration, Bleaching, Bonding Veneers",Orthodontics,Adhesives & Bonding,https://www.youngspecialties.com/product/dry-field-system-large-white-with-silicone-tubing-1-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/NOLA-Dry-Field-System-Large-615-575-1-600x603.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/10/NOLA-Dry-Field-System-Large-615-575-1-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/10/NOLA-Dry-Field-System-Large-615-575-1-768x772.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/10/NOLA-Dry-Field-System-Large-615-575-1-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/10/NOLA-Dry-Field-System-Large-615-575-1-190x191.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/10/NOLA-Dry-Field-System-Large-615-575-1-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/10/NOLA-Dry-Field-System-Large-615-575-1-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/10/NOLA-Dry-Field-System-Large-615-575-1-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/10/NOLA-Dry-Field-System-Large-615-575-1.jpg 1000w"
Young Specialists,Item #615-566,Young Specialists,Item #615-566,"Dry Field System, Hi Volume Adapter with Y Connector (1 ct)","The Nola Dry Field System completely eliminates saliva and fully exposes both dental arches making it ideal for all bonding applications. This full arch dry field provides maximum access and saves chair time. System is easy to assemble, can be inserted and used by a single operator, and is autoclavable., Ideal for: Bonding Brackets, Pit and Fissure Sealants, Posterior Restoration, Bleaching, Bonding Veneers","The Nola Dry Field System completely eliminates saliva and fully exposes both dental arches making it ideal for all bonding applications. This full arch dry field provides maximum access and saves chair time. System is easy to assemble, can be inserted and used by a single operator, and is autoclavable. Ideal for: Bonding Brackets, Pit and Fissure Sealants, Posterior Restoration, Bleaching, Bonding Veneers","The Nola Dry Field System completely eliminates saliva and fully exposes both dental arches making it ideal for all bonding applications. This full arch dry field provides maximum access and saves chair time. System is easy to assemble, can be inserted and used by a single operator, and is autoclavable. Ideal for: Bonding Brackets, Pit and Fissure Sealants, Posterior Restoration, Bleaching, Bonding Veneers",Orthodontics,Adhesives & Bonding,https://www.youngspecialties.com/product/dry-field-system-hi-volume-adapter-with-y-connector-1-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-Hi-Volume-Adapter-615-566-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-Hi-Volume-Adapter-615-566-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-Hi-Volume-Adapter-615-566-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-Hi-Volume-Adapter-615-566-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-Hi-Volume-Adapter-615-566-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-Hi-Volume-Adapter-615-566-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-Hi-Volume-Adapter-615-566-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-Hi-Volume-Adapter-615-566-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-Hi-Volume-Adapter-615-566-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-Hi-Volume-Adapter-615-566.jpg 1000w"
Young Specialists,Item #NOLA-Connect,Young Specialists,Item #NOLA-Connect,"Dry Field System, Flexible Connector (1 ct)-Large","Reduces bonding failures. Provides full arch isolation from tongue and cheeks. Totally dry field without cotton rolls. Autoclavable., Ideal for pit and fissure sealants, posterior restoration, and bleaching.","Reduces bonding failures. Provides full arch isolation from tongue and cheeks. Totally dry field without cotton rolls. Autoclavable. Ideal for pit and fissure sealants, posterior restoration, and bleaching.","Reduces bonding failures. Provides full arch isolation from tongue and cheeks. Totally dry field without cotton rolls. Autoclavable. Ideal for pit and fissure sealants, posterior restoration, and bleaching.",Orthodontics,Adhesives & Bonding,https://www.youngspecialties.com/product/dry-field-system-flexible-connector-1-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-System-Flexible-Connector-Large-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-System-Flexible-Connector-Large-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-System-Flexible-Connector-Large-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-System-Flexible-Connector-Large-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-System-Flexible-Connector-Large-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-System-Flexible-Connector-Large-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-System-Flexible-Connector-Large-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-System-Flexible-Connector-Large-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-System-Flexible-Connector-Large-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/09/NOLA-Dry-Field-System-Flexible-Connector-Large.jpg 1000w"
Young Specialists,Item #102-52-7,Young Specialists,Item #102-52-7,"Distalizing Spring, .010x.045, 7″ lenghts (3 ct)","Distalize molars easily with optimum patient comfort – no headgear or lip bumpers! Nickel Titanium Distalizing Springs are a great alternative for non-compliant patients!, The gentle, constant force moves molars with ease. Available in lengths or spools to allow for customized lengths.,• Distalize molars without dependence on patient compliance., • Nickel Titanium provides gentle, near-constant force., • Easily slides onto any size archwire., • Cut between the closed coils to desired length.","Distalize molars easily with optimum patient comfort – no headgear or lip bumpers! Nickel Titanium Distalizing Springs are a great alternative for non-compliant patients! The gentle, constant force moves molars with ease. Available in lengths or spools to allow for customized lengths.• Distalize molars without dependence on patient compliance. • Nickel Titanium provides gentle, near-constant force. • Easily slides onto any size archwire. • Cut between the closed coils to desired length.","Distalize molars easily with optimum patient comfort – no headgear or lip bumpers! Nickel Titanium Distalizing Springs are a great alternative for non-compliant patients! The gentle, constant force moves molars with ease. Available in lengths or spools to allow for customized lengths.• Distalize molars without dependence on patient compliance. • Nickel Titanium provides gentle, near-constant force. • Easily slides onto any size archwire. • Cut between the closed coils to desired length.",Orthodontics,Orthodontic Wire & Spring Products,https://www.youngspecialties.com/product/distalizing-spring-010x-045-7-lenghts-3-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-600x576.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-300x288.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-32x31.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-190x183.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-62x60.jpg 62w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-94x90.jpg 94w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring.jpg 740w"
Young Specialists,Item #102-52-15,Young Specialists,Item #102-52-15,"Distalizing Spring, .010x.045, 15″ spool (1 ct)","Distalize molars easily with optimum patient comfort – no headgear or lip bumpers! Nickel Titanium Distalizing Springs are a great alternative for non-compliant patients!, The gentle, constant force, moves molars with ease. Available in lengths or spools to allow for, customized lengths., • Distalize molars without dependence on patient compliance., • Nickel Titanium provides gentle, near-constant force., • Easily slides onto any size archwire., • Cut between the closed coils to desired length.","Distalize molars easily with optimum patient comfort – no headgear or lip bumpers! Nickel Titanium Distalizing Springs are a great alternative for non-compliant patients! The gentle, constant force moves molars with ease. Available in lengths or spools to allow for customized lengths. • Distalize molars without dependence on patient compliance. • Nickel Titanium provides gentle, near-constant force. • Easily slides onto any size archwire. • Cut between the closed coils to desired length.","Distalize molars easily with optimum patient comfort – no headgear or lip bumpers! Nickel Titanium Distalizing Springs are a great alternative for non-compliant patients! The gentle, constant force moves molars with ease. Available in lengths or spools to allow for customized lengths. • Distalize molars without dependence on patient compliance. • Nickel Titanium provides gentle, near-constant force. • Easily slides onto any size archwire. • Cut between the closed coils to desired length.",Orthodontics,Orthodontic Wire & Spring Products,https://www.youngspecialties.com/product/distalizing-spring-010x-045-15-spool-1-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-600x576.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-300x288.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-32x31.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-190x183.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-62x60.jpg 62w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-94x90.jpg 94w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring.jpg 740w"
Young Specialists,Item #Direct-Bond-Button,Young Specialists,Item #Direct-Bond-Button,"Direct Bond Lingual Button, Curved, Flat or Micro-Round (10 ct)-Curved",Metal injection molding (MIM) process. Automated cost-effective production. Polished smooth surface. Button/pad – single piece.,Metal injection molding (MIM) process. Automated cost-effective production. Polished smooth surface. Button/pad – single piece.,Metal injection molding (MIM) process. Automated cost-effective production. Polished smooth surface. Button/pad – single piece.,Orthodontics,Bands & Attachments,https://www.youngspecialties.com/product/direct-bond-lingual-button-curved-flat-or-micro-round-10-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Direct-Bond-Lingual-Buttons-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Direct-Bond-Lingual-Buttons-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Direct-Bond-Lingual-Buttons-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Direct-Bond-Lingual-Buttons-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Direct-Bond-Lingual-Buttons-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Direct-Bond-Lingual-Buttons-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Direct-Bond-Lingual-Buttons-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Direct-Bond-Lingual-Buttons-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Direct-Bond-Lingual-Buttons-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Direct-Bond-Lingual-Buttons.jpg 1000w"
Young Specialists,Item #102-51-15,Young Specialists,Item #102-51-15,"Distalizing Spring, .010x.036, 15″ spool (1 ct)","Distalize molars easily with optimum patient comfort – no headgear or lip bumpers! Nickel Titanium Distalizing Springs are a great alternative for non-compliant patients!, The gentle, constant force, moves molars with ease. Available in lengths or spools to allow for, customized lengths., • Distalize molars without dependence on patient compliance., • Nickel Titanium provides gentle, near-constant force., • Easily slides onto any size archwire., • Cut between the closed coils to desired length.","Distalize molars easily with optimum patient comfort – no headgear or lip bumpers! Nickel Titanium Distalizing Springs are a great alternative for non-compliant patients! The gentle, constant force moves molars with ease. Available in lengths or spools to allow for customized lengths. • Distalize molars without dependence on patient compliance. • Nickel Titanium provides gentle, near-constant force. • Easily slides onto any size archwire. • Cut between the closed coils to desired length.","Distalize molars easily with optimum patient comfort – no headgear or lip bumpers! Nickel Titanium Distalizing Springs are a great alternative for non-compliant patients! The gentle, constant force moves molars with ease. Available in lengths or spools to allow for customized lengths. • Distalize molars without dependence on patient compliance. • Nickel Titanium provides gentle, near-constant force. • Easily slides onto any size archwire. • Cut between the closed coils to desired length.",Orthodontics,Orthodontic Wire & Spring Products,https://www.youngspecialties.com/product/distalizing-spring-010x-036-15-spool-1-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-600x576.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-300x288.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-32x31.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-190x183.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-62x60.jpg 62w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring-94x90.jpg 94w, https://www.youngspecialties.com/wp-content/uploads/2020/10/OrthoQuest-Distalizing-Spring.jpg 740w"
Young Specialists,Item #677-925,Young Specialists,Item #677-925,Disposable plastic tips (50 ct),For use with 12 gram gel etch syringe #677-900,For use with 12 gram gel etch syringe #677-900,For use with 12 gram gel etch syringe #677-900,Orthodontics,Adhesives & Bonding,https://www.youngspecialties.com/product/disposable-plastic-tips-50-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-plastic-tips-677-925-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-plastic-tips-677-925-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-plastic-tips-677-925-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-plastic-tips-677-925-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-plastic-tips-677-925-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-plastic-tips-677-925-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-plastic-tips-677-925-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-plastic-tips-677-925-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-plastic-tips-677-925-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/12/The-Orthodontic-Store-plastic-tips-677-925.jpg 1000w"
Young Specialists,Item #Econo-Tray,Young Specialists,Item #Econo-Tray,"Disposable Trays, Economy (50 ct)-#1 Child Small Lower (Red)",These economy disposable trays are made from recyclable plastic. Six numbered and color coded sizes. Rim-Lock and Bite-Stop designed. Purchased in BULK bags of all one size. Choose upper or lower.,These economy disposable trays are made from recyclable plastic. Six numbered and color coded sizes. Rim-Lock and Bite-Stop designed. Purchased in BULK bags of all one size. Choose upper or lower.,These economy disposable trays are made from recyclable plastic. Six numbered and color coded sizes. Rim-Lock and Bite-Stop designed. Purchased in BULK bags of all one size. Choose upper or lower.,Plak Smacker,Restorative,https://www.youngspecialties.com/product/economy-disposable-tray-50ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Disposable-Econo-600x530.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Disposable-Econo-300x265.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Disposable-Econo-768x679.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Disposable-Econo-32x28.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Disposable-Econo-190x168.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Disposable-Econo-68x60.jpg 68w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Disposable-Econo-102x90.jpg 102w, https://www.youngspecialties.com/wp-content/uploads/2020/10/The-Orthodontic-Store-Disposable-Econo.jpg 1000w"
Young Specialists,Item #Marker,Young Specialists,Item #Marker,Disposable Archwire Marker – Orange or White Tip (100 ct)-Orange,"Eliminates cross-contamination. Convenient to dispense and use., Box of 100 markers – inexpensive and cost effective. Available with orange or white tip.",Eliminates cross-contamination. Convenient to dispense and use. Box of 100 markers – inexpensive and cost effective. Available with orange or white tip.,Eliminates cross-contamination. Convenient to dispense and use. Box of 100 markers – inexpensive and cost effective. Available with orange or white tip.,Orthodontics,Orthodontic Wire & Spring Products,https://www.youngspecialties.com/product/disposable-archwire-marker-orange-or-white-tip-100-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Archwire-Marker-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Archwire-Marker-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Archwire-Marker-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Archwire-Marker-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Archwire-Marker-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Archwire-Marker-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Archwire-Marker-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Archwire-Marker-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Archwire-Marker-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/09/The-Orthodontic-Store-Archwire-Marker.jpg 1000w"
Young Specialists,Item #615-075,Young Specialists,Item #615-075,"Disposable Cheek-X-Pander, Large, Red (10 ct)",Use once and throw away. Eliminates the hassle of sterilization. 10 per bag.,Use once and throw away. Eliminates the hassle of sterilization. 10 per bag.,Use once and throw away. Eliminates the hassle of sterilization. 10 per bag.,Orthodontics,Adhesives & Bonding,https://www.youngspecialties.com/product/disposable-cheek-x-pander-large-red-10-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/10/Cheek-X-Pander-615-075-600x600.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Cheek-X-Pander-615-075-300x300.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Cheek-X-Pander-615-075-150x150.jpg 150w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Cheek-X-Pander-615-075-768x768.jpg 768w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Cheek-X-Pander-615-075-32x32.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Cheek-X-Pander-615-075-190x190.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Cheek-X-Pander-615-075-100x100.jpg 100w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Cheek-X-Pander-615-075-60x60.jpg 60w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Cheek-X-Pander-615-075-90x90.jpg 90w, https://www.youngspecialties.com/wp-content/uploads/2020/10/Cheek-X-Pander-615-075.jpg 1000w"
Young Specialists,Item #600-322,Young Specialists,Item #600-322,"Direct Bond Eyelets, Stainless Steel (10 ct)","These small eyelets feature an 80 gauge mesh pad and can be bonded to any tooth., Package of 10.",These small eyelets feature an 80 gauge mesh pad and can be bonded to any tooth. Package of 10.,These small eyelets feature an 80 gauge mesh pad and can be bonded to any tooth. Package of 10.,Orthodontics,Bands & Attachments,https://www.youngspecialties.com/product/direct-bond-eyelets-stainless-steel-10-ct/,"https://www.youngspecialties.com/wp-content/uploads/2020/09/Ortho-Specialties-Direct-Bond-Eyelets-600-322-600x581.jpg 600w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Ortho-Specialties-Direct-Bond-Eyelets-600-322-300x291.jpg 300w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Ortho-Specialties-Direct-Bond-Eyelets-600-322-32x31.jpg 32w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Ortho-Specialties-Direct-Bond-Eyelets-600-322-190x184.jpg 190w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Ortho-Specialties-Direct-Bond-Eyelets-600-322-62x60.jpg 62w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Ortho-Specialties-Direct-Bond-Eyelets-600-322-93x90.jpg 93w, https://www.youngspecialties.com/wp-content/uploads/2020/09/Ortho-Specialties-Direct-Bond-Eyelets-600-322.jpg 707w"
